#{"t_start": 1679284157.8619697, "env_id": "WGW-v0"}
reward,reward_nc,len,time,a_id,constraint
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
