#{"t_start": 1678597893.3935027, "env_id": "WGW-v0"}
reward,reward_nc,len,time,a_id,constraint
0.4,0.4,11,0.0,1,0
0.2,0.2,11,0.0,1,0
0.2,0.2,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.2,0.2,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.2,0.2,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.2,0.2,11,0.0,1,0
0.2,0.2,11,0.0,1,0
0.2,0.2,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.2,0.2,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.2,0.2,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.2,0.2,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.2,0.2,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.2,0.2,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.2,0.2,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.2,0.2,11,0.0,1,0
0.2,0.2,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.2,0.2,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.2,0.2,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.2,0.2,11,0.0,1,0
0.4,0.4,11,0.0,1,0
0.2,0.2,11,0.0,1,0
0.2,0.2,11,0.0,1,0
0.4,0.4,11,0.0,1,0
