#{"t_start": 1691250689.9692101, "env_id": "WGW-v0"}
reward,reward_nc,len,time,a_id,constraint
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
0.8,0.8,15,0.0,2,0
