#{"t_start": 1678787847.4990501, "env_id": "WGW-v0"}
reward,reward_nc,len,time,a_id,constraint
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
0.8,0.8,15,0.0,1,0
