#{"t_start": 1679275421.7097712, "env_id": "WGW-v0"}
reward,reward_nc,len,time,a_id,constraint
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.01,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.01,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
0.8,0.8,9,0.0,1,0
