#{"t_start": 1691251320.388644, "env_id": "WGW-v0"}
reward,reward_nc,len,time,a_id,constraint
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
0.8,0.8,15,0.0,3,0
